EVENT_ID,TIMESTAMP,LOCATION_LONG,LOCATION_LAT,CANONICAL_TAXONOMY,TAG_LOCAL_IDENTIFIER,ID_INDIVIDUAL_IDENTIFIER,STUDY_NAME,COUNTRY,POLYGON_8,POLYGON_6,T2M,RH2M,WS10M,PS,PRECTOTCORR,HIGH
168,8/16/2010 22:09,-58.047531,-23.333234,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-5.56,98.51,9.38,99.39,4.68,83
169,8/17/2010 2:10,-58.047595,-23.332633,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-4.07,92.48,13.48,99.3,5.5,83
170,8/17/2010 6:18,-58.047724,-23.332697,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-4.07,92.48,13.48,99.3,5.5,83
171,8/17/2010 14:17,-58.047831,-23.333427,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-4.07,92.48,13.48,99.3,5.5,86
172,8/18/2010 6:11,-58.031931,-23.32788,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c5fffff,86a86414fffffff,-11.96,95.26,12.52,100.62,0.22,87
173,8/19/2010 0:18,-58.028862,-23.301262,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641485fffff,86a86414fffffff,-9.91,95.57,12.63,101.72,0.04,81
174,8/19/2010 4:24,-57.992191,-23.2824,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-9.91,95.57,12.63,101.72,0.04,84
175,8/19/2010 8:11,-57.992063,-23.283269,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-9.91,95.57,12.63,101.72,0.04,83
176,8/19/2010 16:18,-57.981913,-23.291391,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415b9fffff,86a86415fffffff,-9.91,95.57,12.63,101.72,0.04,85
177,8/19/2010 20:12,-57.974939,-23.305714,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864158dfffff,86a86415fffffff,-9.91,95.57,12.63,101.72,0.04,82
178,8/20/2010 0:12,-57.98981,-23.284557,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-9.3,95,9.65,101.64,0.29,82
179,8/20/2010 4:11,-57.989895,-23.284535,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-9.3,95,9.65,101.64,0.29,82
180,8/20/2010 8:20,-57.989745,-23.284385,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-9.3,95,9.65,101.64,0.29,82
181,8/20/2010 16:33,-57.989659,-23.284246,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-9.3,95,9.65,101.64,0.29,82
182,8/21/2010 0:22,-57.943311,-23.278785,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640293fffff,86a86402fffffff,-9.4,93.71,3.9,101.72,0.38,86
183,8/21/2010 9:21,-57.953889,-23.239657,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864073dfffff,86a864077ffffff,-9.4,93.71,3.9,101.72,0.38,86
184,8/21/2010 13:39,-57.95316,-23.23912,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864073dfffff,86a864077ffffff,-9.4,93.71,3.9,101.72,0.38,86
185,8/21/2010 22:21,-57.953053,-23.239399,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864073dfffff,86a864077ffffff,-9.4,93.71,3.9,101.72,0.38,86
186,8/22/2010 12:12,-57.963889,-23.238884,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640715fffff,86a864077ffffff,-1.61,95.12,11.48,100.2,5.17,89
187,8/22/2010 20:13,-57.975369,-23.233917,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640717fffff,86a864077ffffff,-1.61,95.12,11.48,100.2,5.17,84
188,8/23/2010 0:38,-58.003821,-23.260159,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640663fffff,86a864067ffffff,-1.19,93.95,9.95,98.52,2.03,88
189,8/23/2010 12:28,-57.990346,-23.285995,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-1.19,93.95,9.95,98.52,2.03,88
190,8/24/2010 0:37,-57.98996,-23.2846,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.81,90.67,9.38,98.5,0.8,82
191,8/24/2010 4:14,-57.990067,-23.284525,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.81,90.67,9.38,98.5,0.8,83
192,8/24/2010 8:32,-57.990003,-23.284578,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.81,90.67,9.38,98.5,0.8,83
193,8/24/2010 12:37,-57.990003,-23.2846,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.81,90.67,9.38,98.5,0.8,83
194,8/24/2010 16:36,-57.990239,-23.285018,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.81,90.67,9.38,98.5,0.8,89
195,8/24/2010 21:15,-57.989895,-23.284353,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.81,90.67,9.38,98.5,0.8,82
196,8/25/2010 11:31,-57.990389,-23.28401,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.37,92.48,10.09,99.18,0.93,83
197,8/25/2010 16:20,-57.988544,-23.282068,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415bbfffff,86a86415fffffff,-5.37,92.48,10.09,99.18,0.93,86
198,8/25/2010 20:27,-57.987921,-23.281821,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415bbfffff,86a86415fffffff,-5.37,92.48,10.09,99.18,0.93,83
199,8/26/2010 4:30,-57.990196,-23.283302,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415bbfffff,86a86415fffffff,-5.18,92.26,8.8,100.51,0.89,83
200,8/26/2010 8:31,-57.990496,-23.28401,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-5.18,92.26,8.8,100.51,0.89,83
201,8/26/2010 21:38,-57.981484,-23.28667,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415b9fffff,86a86415fffffff,-5.18,92.26,8.8,100.51,0.89,85
202,8/27/2010 5:25,-57.98893,-23.285769,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-3.52,92.17,10.89,100.72,2.49,86
203,8/27/2010 13:28,-58.002148,-23.29211,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641599fffff,86a86415fffffff,-3.52,92.17,10.89,100.72,2.49,88
204,8/27/2010 17:23,-58.003929,-23.294395,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641599fffff,86a86415fffffff,-3.52,92.17,10.89,100.72,2.49,85
205,8/28/2010 15:26,-57.998049,-23.296101,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641599fffff,86a86415fffffff,-0.39,92.67,15.47,99.09,2.61,87
206,8/28/2010 19:18,-57.991827,-23.293762,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864159dfffff,86a86415fffffff,-0.39,92.67,15.47,99.09,2.61,80
207,8/28/2010 23:28,-57.994165,-23.281209,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-0.39,92.67,15.47,99.09,2.61,82
208,8/29/2010 3:31,-57.994659,-23.281167,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-0.52,91.82,14.86,98.43,9.76,84
209,8/29/2010 11:25,-58.004465,-23.291992,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641599fffff,86a86415fffffff,-0.52,91.82,14.86,98.43,9.76,85
210,8/29/2010 23:31,-58.029141,-23.300081,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414abfffff,86a86414fffffff,-0.52,91.82,14.86,98.43,9.76,81
211,8/30/2010 7:39,-58.028927,-23.300189,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414abfffff,86a86414fffffff,-5.38,86.32,9.43,99.28,0.42,81
212,8/30/2010 20:27,-58.062336,-23.339489,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416b9fffff,86a86416fffffff,-5.38,86.32,9.43,99.28,0.42,83
213,8/31/2010 12:28,-58.066607,-23.338598,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416b9fffff,86a86416fffffff,-7.81,88.77,8.13,101.54,0.19,85
214,9/2/2010 2:28,-58.054011,-23.331345,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-6.33,87.15,12.85,98.5,0.68,87
215,9/2/2010 19:26,-58.047338,-23.335004,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416a3fffff,86a86416fffffff,-6.33,87.15,12.85,98.5,0.68,81
216,9/3/2010 0:33,-58.05841,-23.340733,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-5.92,97.34,7.23,98.63,1.3,90
217,9/3/2010 8:36,-58.058453,-23.340658,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-5.92,97.34,7.23,98.63,1.3,90
218,9/3/2010 12:27,-58.058453,-23.340722,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-5.92,97.34,7.23,98.63,1.3,90
219,9/3/2010 16:29,-58.058453,-23.340669,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-5.92,97.34,7.23,98.63,1.3,90
220,9/3/2010 20:26,-58.058624,-23.340572,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-5.92,97.34,7.23,98.63,1.3,90
221,9/4/2010 0:32,-58.058367,-23.340615,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.72,91.69,8.42,98.07,2.46,90
222,9/4/2010 5:38,-58.058367,-23.340647,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.72,91.69,8.42,98.07,2.46,90
224,9/4/2010 14:35,-58.058453,-23.340647,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.72,91.69,8.42,98.07,2.46,90
225,9/4/2010 18:27,-58.057938,-23.341709,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.72,91.69,8.42,98.07,2.46,83
227,9/5/2010 6:34,-58.058281,-23.340701,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.68,92.38,10.82,98.47,1.55,88
228,9/5/2010 19:29,-58.058431,-23.340658,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.68,92.38,10.82,98.47,1.55,90
229,9/5/2010 23:35,-58.058581,-23.340701,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-2.68,92.38,10.82,98.47,1.55,90
230,9/6/2010 3:40,-58.057251,-23.34305,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416bdfffff,86a86416fffffff,-3.83,87.82,5.45,98.19,1.07,86
233,9/9/2010 5:23,-58.044248,-23.327086,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c1fffff,86a86414fffffff,-14.75,99.57,10.48,99.92,0.93,86
234,9/9/2010 9:23,-58.04487,-23.330959,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86414fffffff,-14.75,99.57,10.48,99.92,0.93,85
235,9/9/2010 18:31,-58.046479,-23.335991,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416a3fffff,86a86416fffffff,-14.75,99.57,10.48,99.92,0.93,83
236,9/10/2010 8:34,-58.046501,-23.334746,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-10.58,96.49,11.91,99.95,0.96,84
237,9/10/2010 16:34,-58.044677,-23.332236,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-10.58,96.49,11.91,99.95,0.96,85
238,9/10/2010 20:39,-58.046093,-23.335229,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-10.58,96.49,11.91,99.95,0.96,83
239,9/11/2010 23:25,-58.040729,-23.337697,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416a7fffff,86a86416fffffff,-4.41,92.36,12.63,99.36,6.2,86
240,9/12/2010 8:34,-58.039398,-23.331796,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414cdfffff,86a86414fffffff,-8.06,87.24,11.49,101.34,0.09,81
241,9/13/2010 2:35,-58.079417,-23.336356,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641697fffff,86a86416fffffff,-3.99,96.44,8.43,101.78,1.11,89
242,9/13/2010 6:35,-58.079374,-23.336345,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641697fffff,86a86416fffffff,-3.99,96.44,8.43,101.78,1.11,89
243,9/14/2010 15:46,-58.079309,-23.337718,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641691fffff,86a86416fffffff,-0.81,97.48,7.99,101.33,1.07,88
244,9/15/2010 18:27,-57.988243,-23.307045,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415d5fffff,86a86415fffffff,-1.27,95.63,7.33,100.53,0.87,87
245,9/16/2010 20:28,-57.972279,-23.297732,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641585fffff,86a86415fffffff,-0.84,96.59,9.9,99.67,5.24,81
246,9/17/2010 1:34,-57.962322,-23.286295,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415a3fffff,86a86415fffffff,-0.66,92,13.54,97.61,3.21,85
247,9/17/2010 10:48,-57.962472,-23.285512,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415a3fffff,86a86415fffffff,-0.66,92,13.54,97.61,3.21,90
248,9/17/2010 20:41,-57.964468,-23.288773,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415a3fffff,86a86415fffffff,-0.66,92,13.54,97.61,3.21,84
249,9/18/2010 23:34,-57.982879,-23.290619,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415b9fffff,86a86415fffffff,-1.94,91.88,7.33,100.49,1.25,81
250,9/19/2010 13:43,-57.983501,-23.290704,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415b9fffff,86a86415fffffff,-4.17,74.31,3.92,101.88,0,82
251,9/19/2010 21:35,-57.982299,-23.289599,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415b9fffff,86a86415fffffff,-4.17,74.31,3.92,101.88,0,82
252,9/21/2010 19:44,-57.962644,-23.285995,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415a3fffff,86a86415fffffff,-0.89,96.41,10.08,99.8,4.49,85
253,9/21/2010 23:46,-57.967258,-23.285898,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415a3fffff,86a86415fffffff,-0.89,96.41,10.08,99.8,4.49,88
254,9/22/2010 23:32,-58.026545,-23.309673,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414e3fffff,86a86414fffffff,-1.93,95.12,8.14,99.3,2.21,84
255,9/23/2010 23:50,-58.050663,-23.318986,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414ddfffff,86a86414fffffff,-2.71,89.44,11.29,98.4,1.17,83
256,9/24/2010 21:40,-58.050621,-23.342761,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416abfffff,86a86416fffffff,-2.83,90.59,12.91,98.49,2.25,84
257,9/25/2010 1:55,-58.050685,-23.342782,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416abfffff,86a86416fffffff,-3.03,88.7,11.4,98.97,1.61,84
258,9/25/2010 5:38,-58.050599,-23.342707,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416abfffff,86a86416fffffff,-3.03,88.7,11.4,98.97,1.61,84
259,9/26/2010 12:38,-58.038883,-23.347342,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416a1fffff,86a86416fffffff,-3.04,94.03,8.9,99.05,1.94,89
260,10/1/2010 22:36,-57.913592,-23.317409,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86402c5fffff,86a86402fffffff,-2,94.54,7.36,100.8,0.62,82
261,10/5/2010 0:00,-57.928355,-23.287561,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640295fffff,86a86402fffffff,-1.17,97.83,6.39,98.07,13.55,86
262,10/6/2010 12:46,-58.001804,-23.254205,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640629fffff,86a864067ffffff,-1.74,93.41,9.44,98.77,1.21,88
263,10/15/2010 23:59,-58.033519,-23.303483,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641485fffff,86a86414fffffff,-5.24,82.06,14.28,99.15,0.35,82
264,10/29/2010 3:12,-58.046436,-23.260556,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864065bfffff,86a864067ffffff,-0.6,96.89,10.13,100.58,2.05,87
265,10/31/2010 8:05,-57.996483,-23.286477,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641591fffff,86a86415fffffff,-0.56,96.31,10.31,100.27,1.63,81
266,11/1/2010 4:06,-57.968502,-23.293076,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415abfffff,86a86415fffffff,-1.12,92.74,11.07,100.36,1.54,85
267,11/1/2010 21:55,-57.960005,-23.285619,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86415a7fffff,86a86415fffffff,-1.12,92.74,11.07,100.36,1.54,88
268,11/3/2010 1:54,-58.018177,-23.267305,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640647fffff,86a864067ffffff,-1.01,93.64,9.79,101.14,0.47,87
269,11/6/2010 23:56,-58.080297,-23.274933,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a941fffff,86a864a97ffffff,-2.01,94.03,5.29,101.51,0.42,84
270,11/11/2010 22:59,-58.08182,-23.254344,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a903fffff,86a864a97ffffff,-1.71,90,6.99,99.95,1.06,90
271,11/13/2010 12:22,-58.099029,-23.266747,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a951fffff,86a864a97ffffff,-1.4,90.79,4.43,100.3,0.66,90
272,11/13/2010 22:01,-58.098857,-23.267133,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a951fffff,86a864a97ffffff,-1.4,90.79,4.43,100.3,0.66,90
273,11/17/2010 0:10,-58.065341,-23.256758,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a905fffff,86a864a97ffffff,-1.52,92.65,8.21,100.97,0.08,84
274,11/27/2010 4:08,-58.082743,-23.232479,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a933fffff,86a864a97ffffff,-0.04,90.07,13.44,99.43,2.46,87
275,12/2/2010 0:10,-58.067465,-23.323588,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86416b3fffff,86a86416fffffff,-0.02,97.6,7.84,99.25,8.09,83
276,12/9/2010 10:29,-58.021288,-23.239163,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8640639fffff,86a864067ffffff,0.33,85.14,8.33,99.3,0.41,88
277,12/14/2010 23:42,-58.066199,-23.250203,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,0.26,90.48,12.26,95.98,15.52,92
278,12/20/2010 23:26,-58.09036,-23.253454,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a91dfffff,86a864a97ffffff,1.16,94.89,9.88,101.04,0.12,86
279,12/31/2010 10:46,-58.077443,-23.263271,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a909fffff,86a864a97ffffff,0.47,90.73,6.04,99.82,2.72,89
280,1/7/2011 0:46,-58.090639,-23.245053,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,0.55,80.38,10.89,99.64,0.58,83
281,1/7/2011 4:38,-58.090553,-23.245064,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,0.55,80.38,10.89,99.64,0.58,83
283,1/26/2011 5:51,-58.07358,-23.261983,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a90dfffff,86a864a97ffffff,0.3,90.52,7.99,98.99,1.18,90
284,2/10/2011 6:50,-58.095682,-23.262638,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a957fffff,86a864a97ffffff,0.91,83.47,8.01,99.36,1.27,85
285,2/14/2011 23:16,-58.027489,-23.303504,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a8641485fffff,86a86414fffffff,1.04,80.85,12.47,100.24,1.43,83
286,2/27/2011 8:00,-58.04914,-23.282712,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a86414bbfffff,86a86414fffffff,2.87,93.05,12.39,100.02,2.95,87
287,3/6/2011 11:04,-58.121645,-23.295361,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864ab11fffff,86a864ab7ffffff,1.02,83.68,12.47,98.68,1.18,89
288,3/8/2011 9:28,-58.116174,-23.275652,Panthera onca,0-333005,1,Humid Chaco,Paraguay,88a864a861fffff,86a864a87ffffff,1.48,78.89,18.88,98.93,1.86,85
439,6/23/2009 18:57,-58.230801,-23.374121,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a36bfffff,86a864a37ffffff,0.08,86.17,10.81,99.66,3.33,92
440,6/24/2009 2:40,-58.25434,-23.375462,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a35dfffff,86a864a37ffffff,-0.2,92.62,14.44,97.92,16.13,88
441,6/24/2009 10:33,-58.263459,-23.38043,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a359fffff,86a864a37ffffff,-0.2,92.62,14.44,97.92,16.13,93
442,6/24/2009 18:51,-58.263781,-23.380151,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a359fffff,86a864a37ffffff,-0.2,92.62,14.44,97.92,16.13,93
443,6/24/2009 22:47,-58.254318,-23.376385,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a35dfffff,86a864a37ffffff,-0.2,92.62,14.44,97.92,16.13,88
444,6/25/2009 10:40,-58.246443,-23.37027,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a309fffff,86a864a37ffffff,-0.73,82.31,13.18,97.28,5.86,91
445,6/26/2009 8:57,-58.27024,-23.386277,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b1b3fffff,86a864b1fffffff,-0.67,85.43,12.58,96.81,5.33,95
446,6/26/2009 17:34,-58.279467,-23.389485,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b197fffff,86a864b1fffffff,-0.67,85.43,12.58,96.81,5.33,95
447,6/27/2009 9:56,-58.318262,-23.366278,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a257fffff,86a864a27ffffff,-2.1,84.68,4.7,97.71,1.73,98
448,6/27/2009 21:40,-58.313541,-23.359058,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a21dfffff,86a864a27ffffff,-2.1,84.68,4.7,97.71,1.73,95
449,6/28/2009 1:59,-58.308327,-23.358221,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a203fffff,86a864a27ffffff,-4.93,92.57,10.66,98.47,2.66,88
450,6/28/2009 5:47,-58.301203,-23.365839,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a201fffff,86a864a27ffffff,-4.93,92.57,10.66,98.47,2.66,92
451,6/28/2009 9:51,-58.292255,-23.365849,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a205fffff,86a864a27ffffff,-4.93,92.57,10.66,98.47,2.66,90
452,6/29/2009 5:40,-58.292191,-23.370141,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a263fffff,86a864a27ffffff,-9.86,100,10.26,98.69,2.38,89
453,6/29/2009 13:35,-58.278501,-23.387918,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a26dfffff,86a864b1fffffff,-9.86,100,10.26,98.69,2.38,96
454,6/29/2009 17:43,-58.278523,-23.387629,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a26dfffff,86a864b1fffffff,-9.86,100,10.26,98.69,2.38,96
455,6/29/2009 21:44,-58.279789,-23.386416,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a26dfffff,86a864b1fffffff,-9.86,100,10.26,98.69,2.38,92
456,6/30/2009 1:35,-58.278844,-23.381975,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a26dfffff,86a864a27ffffff,-7.07,92.22,11.02,98.52,2.32,90
457,6/30/2009 19:43,-58.25582,-23.370184,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a355fffff,86a864a37ffffff,-7.07,92.22,11.02,98.52,2.32,90
458,7/1/2009 0:36,-58.31794,-23.326271,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a2e7fffff,86a864a2fffffff,-6.16,87.98,6.78,99.24,1.38,89
459,7/1/2009 4:53,-58.362079,-23.300972,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a293fffff,86a864a2fffffff,-6.16,87.98,6.78,99.24,1.38,91
460,7/1/2009 12:36,-58.398428,-23.338083,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b5c7fffff,86a864b5fffffff,-6.16,87.98,6.78,99.24,1.38,99
461,7/1/2009 20:50,-58.398578,-23.338223,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b5c7fffff,86a864b5fffffff,-6.16,87.98,6.78,99.24,1.38,99
462,7/2/2009 16:55,-58.410981,-23.345615,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b5cbfffff,86a864b5fffffff,-3.69,90.08,8.12,97.97,12.74,93
463,7/2/2009 20:49,-58.411002,-23.345701,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b5cbfffff,86a864b5fffffff,-3.69,90.08,8.12,97.97,12.74,93
464,7/3/2009 0:54,-58.393836,-23.32773,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b58dfffff,86a864b5fffffff,-5.26,87.45,14.34,98.74,3.08,94
466,7/3/2009 18:51,-58.31367,-23.29608,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a0cdfffff,86a864a0fffffff,-5.26,87.45,14.34,98.74,3.08,96
467,7/3/2009 23:01,-58.317103,-23.294245,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a0c1fffff,86a864a0fffffff,-5.26,87.45,14.34,98.74,3.08,92
468,7/4/2009 2:37,-58.324528,-23.306594,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864a2a3fffff,86a864a2fffffff,-5.7,83.22,7.47,100.93,1.1,96
469,7/5/2009 3:46,-58.439927,-23.368027,Panthera onca,0-357643,3,Humid Chaco,Paraguay,88a864b41dfffff,86a864b47ffffff,-4.46,88.27,10.09,101.43,1.34,94
